Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,ko00760,Nicotinate and nicotinamide metabolism,,-3.5,8.3,5.7,27994,29,579,5,0.86,0.38,316|683|952|5169|55191,AOX1|BST1|CD38|ENPP3|NADSYN1,-2.7,3
GO Biological Processes,19,GO:0050808,synapse organization,19_GO:0071840 cellular component organization or biogenesis,-3.5,2.3,4.1,27994,433,579,21,3.6,0.78,288|783|1496|1740|2239|4774|4983|5063|6495|7074|8997|9722|10497|23544|26059|26280|57497|66000|80728|221935|266743,ANK3|CACNB2|CTNNA2|DLG2|GPC4|NFIA|OPHN1|PAK3|SIX1|TIAM1|KALRN|NOS1AP|UNC13B|SEZ6L|ERC2|IL1RAPL2|LRFN2|TMEM108|ARHGAP39|SDK1|NPAS4,-2.7,3
GO Biological Processes,19,GO:0002027,regulation of heart rate,19_GO:0032501 multicellular organismal process,-3.5,4.2,4.7,27994,104,579,9,1.6,0.51,775|783|5144|5318|6324|6505|6863|9722|64091,CACNA1C|CACNB2|PDE4D|PKP2|SCN1B|SLC1A1|TAC1|NOS1AP|POPDC2,-2.7,3
GO Biological Processes,19,GO:0002791,regulation of peptide secretion,19_GO:0051179 localization,-3.5,2.3,4.1,27994,434,579,21,3.6,0.78,773|775|952|2182|3790|4067|4988|5581|7074|8398|8997|9501|9619|10497|26251|51311|55636|55691|57393|81793|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|LYN|OPRM1|PRKCE|TIAM1|PLA2G6|KALRN|RPH3AL|ABCG1|UNC13B|KCNG2|TLR8|CHD7|FRMD4A|CLTRN|TLR10|ACVR1C,-2.7,3
GO Biological Processes,19,GO:1903169,regulation of calcium ion transmembrane transport,19_GO:0051179 localization,-3.5,3.5,4.5,27994,151,579,11,1.9,0.57,775|783|2946|4067|5144|5581|6375|8398|9722|55636|117532,CACNA1C|CACNB2|GSTM2|LYN|PDE4D|PRKCE|XCL1|PLA2G6|NOS1AP|CHD7|TMC2,-2.7,3
GO Biological Processes,19,GO:0030072,peptide hormone secretion,19_GO:0023052 signaling,-3.5,2.8,4.3,27994,257,579,15,2.6,0.66,773|775|952|2182|3790|5581|7074|8398|8997|9501|26251|54097|55636|57393|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|PRKCE|TIAM1|PLA2G6|KALRN|RPH3AL|KCNG2|FAM3B|CHD7|CLTRN|ACVR1C,-2.7,3
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0071840 cellular component organization or biogenesis,-3.5,2,3.9,27994,732,579,30,5.2,0.92,952|1496|1600|4067|4803|5063|5362|6049|6324|6695|7074|7224|7504|8997|9750|9856|10090|22999|23072|23105|23327|23566|26230|55604|57118|57556|57643|80258|116985|221935,CD38|CTNNA2|DAB1|LYN|NGF|PAK3|PLXNA2|RNF6|SCN1B|SPOCK1|TIAM1|TRPC5|XK|KALRN|RIPOR2|KIAA0319|UST|RIMS1|HECW1|FSTL4|NEDD4L|LPAR3|TIAM2|CARMIL1|CAMK1D|SEMA6A|ZSWIM5|EFHC2|ARAP1|SDK1,-2.7,3
Reactome Gene Sets,6,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,,-3.4,3.1,4.3,27994,205,579,13,2.2,0.62,108|1143|1740|2897|3763|3772|6197|7102|9177|23229|26960|116443|200959,ADCY2|CHRNB4|DLG2|GRIK1|KCNJ6|KCNJ15|RPS6KA3|TSPAN7|HTR3B|ARHGEF9|NBEA|GRIN3A|GABRR3,-2.7,3
GO Biological Processes,19,GO:0051497,negative regulation of stress fiber assembly,19_GO:0048519 negative regulation of biological process,-3.4,7.8,5.5,27994,31,579,5,0.86,0.38,7082|23370|84952|90102|116985,TJP1|ARHGEF18|CGNL1|PHLDB2|ARAP1,-2.6,3
KEGG Pathway,24,hsa00760,Nicotinate and nicotinamide metabolism,,-3.4,7.8,5.5,27994,31,579,5,0.86,0.38,316|683|952|5169|55191,AOX1|BST1|CD38|ENPP3|NADSYN1,-2.6,3
Reactome Gene Sets,6,R-HSA-2022928,HS-GAG biosynthesis,,-3.4,7.8,5.5,27994,31,579,5,0.86,0.38,2239|2719|9956|11046|90161,GPC4|GPC3|HS3ST2|SLC35D2|HS6ST2,-2.6,3
GO Biological Processes,19,GO:0050796,regulation of insulin secretion,19_GO:0023052 signaling,-3.4,3.2,4.3,27994,181,579,12,2.1,0.59,773|775|952|2182|3790|5581|7074|8398|9501|26251|57393|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|PRKCE|TIAM1|PLA2G6|RPH3AL|KCNG2|CLTRN|ACVR1C,-2.6,3
GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0071840 cellular component organization or biogenesis,-3.4,2,3.8,27994,708,579,29,5,0.91,683|830|1496|1730|2824|3880|4739|4983|5063|5581|6863|7082|8048|9722|9788|11133|22998|23092|23370|30011|55604|57477|64097|84952|84978|90102|116985|154796|203447,BST1|CAPZA2|CTNNA2|DIAPH2|GPM6B|KRT19|NEDD9|OPHN1|PAK3|PRKCE|TAC1|TJP1|CSRP3|NOS1AP|MTSS1|KPTN|LIMCH1|ARHGAP26|ARHGEF18|SH3KBP1|CARMIL1|SHROOM4|EPB41L4A|CGNL1|FRMD5|PHLDB2|ARAP1|AMOT|NRK,-2.6,3
GO Biological Processes,19,GO:0010770,positive regulation of cell morphogenesis involved in differentiation,19_GO:0048518 positive regulation of biological process,-3.4,3.4,4.4,27994,157,579,11,1.9,0.57,4739|4803|5063|5362|7074|7224|8997|23566|26230|55604|55679,NEDD9|NGF|PAK3|PLXNA2|TIAM1|TRPC5|KALRN|LPAR3|TIAM2|CARMIL1|LIMS2,-2.6,3
GO Biological Processes,19,GO:0046513,ceramide biosynthetic process,19_GO:0008152 metabolic process,-3.3,5.1,4.8,27994,67,579,7,1.2,0.45,8398|8869|55304|56624|81849|256435|338596,PLA2G6|ST3GAL5|SPTLC3|ASAH2|ST6GALNAC5|ST6GALNAC3|ST8SIA6,-2.6,3
GO Biological Processes,19,GO:0051272,positive regulation of cellular component movement,19_GO:0048518 positive regulation of biological process,-3.3,2.1,3.8,27994,611,579,26,4.5,0.86,949|1012|1240|2321|4067|4739|5063|5581|6348|6375|6863|6869|7074|7082|7499|7803|9722|9750|10563|10982|51176|55604|57118|57556|147372|349633,SCARB1|CDH13|CMKLR1|FLT1|LYN|NEDD9|PAK3|PRKCE|CCL3|XCL1|TAC1|TACR1|TIAM1|TJP1|XG|PTP4A1|NOS1AP|RIPOR2|CXCL13|MAPRE2|LEF1|CARMIL1|CAMK1D|SEMA6A|CCBE1|PLET1,-2.6,3
Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,,-3.3,1.9,3.8,27994,751,579,30,5.2,0.92,2069|2239|2719|3827|4803|5362|5646|6348|6375|7092|9542|10563|11173|27177|51267|57556|60495|81035|84465|84466|92949|114905|126637|128821|142683|145957|147372|160364|170691|414062,EREG|GPC4|GPC3|KNG1|NGF|PLXNA2|PRSS3|CCL3|XCL1|TLL1|NRG2|CXCL13|ADAMTS7|IL36B|CLEC1A|SEMA6A|HPSE2|EC12|MEGF11|MEGF10|ADAMTSL1|C1QTNF7|TCHHL1|CST9L|ITLN2|NRG4|CCBE1|CLEC12A|ADAMTS17|CCL3L3,-2.6,3
GO Biological Processes,19,GO:0030073,insulin secretion,19_GO:0023052 signaling,-3.3,3,4.2,27994,213,579,13,2.2,0.62,773|775|952|2182|3790|5581|7074|8398|9501|26251|54097|57393|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|PRKCE|TIAM1|PLA2G6|RPH3AL|KCNG2|FAM3B|CLTRN|ACVR1C,-2.6,3
GO Biological Processes,19,GO:0006814,sodium ion transport,19_GO:0051179 localization,-3.3,2.8,4.1,27994,241,579,14,2.4,0.64,288|5318|5581|6324|6523|6549|8647|23072|23327|55089|64078|64849|285335|389015,ANK3|PKP2|PRKCE|SCN1B|SLC5A1|SLC9A2|ABCB11|HECW1|NEDD4L|SLC38A4|SLC28A3|SLC13A3|SLC9C1|SLC9A4,-2.6,3
Reactome Gene Sets,6,R-HSA-4085001,Sialic acid metabolism,,-3.3,7.3,5.3,27994,33,579,5,0.86,0.38,6489|8869|81849|256435|338596,ST8SIA1|ST3GAL5|ST6GALNAC5|ST6GALNAC3|ST8SIA6,-2.6,3
GO Biological Processes,19,GO:0009306,protein secretion,19_GO:0051179 localization,-3.3,2.2,3.8,27994,517,579,23,4,0.81,773|775|952|2182|3694|3790|4067|4988|5452|5581|7074|8398|9501|9619|10497|26251|51311|54097|55691|57393|79400|81793|130399,CACNA1A|CACNA1C|CD38|ACSL4|ITGB6|KCNS3|LYN|OPRM1|POU2F2|PRKCE|TIAM1|PLA2G6|RPH3AL|ABCG1|UNC13B|KCNG2|TLR8|FAM3B|FRMD4A|CLTRN|NOX5|TLR10|ACVR1C,-2.6,3
GO Biological Processes,19,GO:0098719,sodium ion import across plasma membrane,19_GO:0051179 localization,-3.3,10,5.8,27994,19,579,4,0.69,0.34,6523|6549|285335|389015,SLC5A1|SLC9A2|SLC9C1|SLC9A4,-2.6,3
GO Biological Processes,19,GO:0006936,muscle contraction,19_GO:0032501 multicellular organismal process,-3.3,2.4,3.9,27994,359,579,18,3.1,0.72,775|783|952|1131|1143|2946|3363|3778|5144|5318|6261|6324|6869|8048|8398|9722|23327|23676,CACNA1C|CACNB2|CD38|CHRM3|CHRNB4|GSTM2|HTR7|KCNMA1|PDE4D|PKP2|RYR1|SCN1B|TACR1|CSRP3|PLA2G6|NOS1AP|NEDD4L|SMPX,-2.6,3
GO Biological Processes,19,GO:0086003,cardiac muscle cell contraction,19_GO:0032501 multicellular organismal process,-3.3,4.9,4.7,27994,69,579,7,1.2,0.45,775|783|5144|5318|6324|9722|23327,CACNA1C|CACNB2|PDE4D|PKP2|SCN1B|NOS1AP|NEDD4L,-2.5,3
GO Biological Processes,19,GO:0031589,cell-substrate adhesion,19_GO:0022610 biological adhesion,-3.2,2.4,3.9,27994,360,579,18,3.1,0.72,683|1012|2824|3694|4739|5581|6695|7074|7450|8516|10225|10461|22998|55604|55679|90102|340533|349633,BST1|CDH13|GPM6B|ITGB6|NEDD9|PRKCE|SPOCK1|TIAM1|VWF|ITGA8|CD96|MERTK|LIMCH1|CARMIL1|LIMS2|PHLDB2|NEXMIF|PLET1,-2.5,3
GO Biological Processes,19,GO:0030534,adult behavior,19_GO:0007610 behavior,-3.2,3.5,4.3,27994,137,579,10,1.7,0.54,409|434|1143|1600|4988|8997|9455|23544|55636|221935,ARRB2|ASIP|CHRNB4|DAB1|OPRM1|KALRN|HOMER2|SEZ6L|CHD7|SDK1,-2.5,3
KEGG Pathway,24,ko05032,Morphine addiction,,-3.2,4.3,4.5,27994,91,579,8,1.4,0.49,108|409|773|3763|4988|5144|50940|200959,ADCY2|ARRB2|CACNA1A|KCNJ6|OPRM1|PDE4D|PDE11A|GABRR3,-2.5,3
GO Biological Processes,19,GO:0051492,regulation of stress fiber assembly,19_GO:0071840 cellular component organization or biogenesis,-3.2,4.3,4.5,27994,91,579,8,1.4,0.49,6863|7082|22998|23370|55604|84952|90102|116985,TAC1|TJP1|LIMCH1|ARHGEF18|CARMIL1|CGNL1|PHLDB2|ARAP1,-2.5,3
Reactome Gene Sets,6,R-HSA-416476,G alpha (q) signalling events,,-3.2,2.9,4.1,27994,216,579,13,2.2,0.62,1131|2911|3827|5028|5581|5583|5588|6197|6375|6863|6869|8997|23566,CHRM3|GRM1|KNG1|P2RY1|PRKCE|PRKCH|PRKCQ|RPS6KA3|XCL1|TAC1|TACR1|KALRN|LPAR3,-2.5,3
GO Biological Processes,19,GO:0019932,second-messenger-mediated signaling,19_GO:0023052 signaling,-3.2,2.2,3.8,27994,456,579,21,3.6,0.78,108|683|775|1012|1131|1240|2946|2986|4988|5144|5152|6348|9455|9722|23261|23566|27201|50940|51555|84873|112609,ADCY2|BST1|CACNA1C|CDH13|CHRM3|CMKLR1|GSTM2|GUCY2F|OPRM1|PDE4D|PDE9A|CCL3|HOMER2|NOS1AP|CAMTA1|LPAR3|GPR78|PDE11A|PEX5L|ADGRG7|MRAP2,-2.5,3
GO Biological Processes,19,GO:0001508,action potential,19_GO:0065007 biological regulation,-3.2,3.5,4.3,27994,138,579,10,1.7,0.54,288|775|783|1143|5318|6324|6863|9722|10242|23327,ANK3|CACNA1C|CACNB2|CHRNB4|PKP2|SCN1B|TAC1|NOS1AP|KCNMB2|NEDD4L,-2.5,3
KEGG Pathway,24,ko04724,Glutamatergic synapse,,-3.2,3.8,4.4,27994,114,579,9,1.6,0.51,108|773|775|2897|2911|6505|9229|9455|116443,ADCY2|CACNA1A|CACNA1C|GRIK1|GRM1|SLC1A1|DLGAP1|HOMER2|GRIN3A,-2.5,3
Reactome Gene Sets,6,R-HSA-112310,Neurotransmitter release cycle,,-3.2,5.7,4.9,27994,51,579,6,1,0.42,4128|6505|7915|8224|10497|22999,MAOA|SLC1A1|ALDH5A1|SYN3|UNC13B|RIMS1,-2.5,3
GO Biological Processes,19,GO:0032232,negative regulation of actin filament bundle assembly,19_GO:0048519 negative regulation of biological process,-3.2,7.1,5.2,27994,34,579,5,0.86,0.38,7082|23370|84952|90102|116985,TJP1|ARHGEF18|CGNL1|PHLDB2|ARAP1,-2.5,3
GO Biological Processes,19,GO:0006665,sphingolipid metabolic process,19_GO:0008152 metabolic process,-3.2,3.2,4.2,27994,164,579,11,1.9,0.57,6489|8398|8869|54982|55304|56624|81849|151742|256435|338596|653308,ST8SIA1|PLA2G6|ST3GAL5|CLN6|SPTLC3|ASAH2|ST6GALNAC5|PPM1L|ST6GALNAC3|ST8SIA6|ASAH2B,-2.5,3
KEGG Pathway,24,hsa05032,Morphine addiction,,-3.2,4.2,4.5,27994,92,579,8,1.4,0.49,108|409|773|3763|4988|5144|50940|200959,ADCY2|ARRB2|CACNA1A|KCNJ6|OPRM1|PDE4D|PDE11A|GABRR3,-2.5,3
GO Biological Processes,19,GO:0097164,ammonium ion metabolic process,19_GO:0008152 metabolic process,-3.2,2.9,4.1,27994,218,579,13,2.2,0.62,33|949|4128|4129|5444|7166|8398|10809|29958|55304|56624|121278|653308,ACADL|SCARB1|MAOA|MAOB|PON1|TPH1|PLA2G6|STARD10|DMGDH|SPTLC3|ASAH2|TPH2|ASAH2B,-2.5,3
GO Biological Processes,19,GO:0016358,dendrite development,19_GO:0032502 developmental process,-3.2,2.7,4,27994,247,579,14,2.4,0.64,1496|1600|2182|5063|7074|7224|8997|9856|23072|23105|23327|57118|116443|221935,CTNNA2|DAB1|ACSL4|PAK3|TIAM1|TRPC5|KALRN|KIAA0319|HECW1|FSTL4|NEDD4L|CAMK1D|GRIN3A|SDK1,-2.5,3
GO Biological Processes,19,GO:0072523,purine-containing compound catabolic process,19_GO:0008152 metabolic process,-3.2,5.6,4.8,27994,52,579,6,1,0.42,272|316|5144|5152|22875|51816,AMPD3|AOX1|PDE4D|PDE9A|ENPP4|ADA2,-2.5,3
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3.2,2,3.7,27994,593,579,25,4.3,0.84,949|1012|1240|2321|4067|4739|5063|5581|6348|6375|6863|6869|7074|7082|7499|7803|9750|10563|10982|51176|55604|57118|57556|147372|349633,SCARB1|CDH13|CMKLR1|FLT1|LYN|NEDD9|PAK3|PRKCE|CCL3|XCL1|TAC1|TACR1|TIAM1|TJP1|XG|PTP4A1|RIPOR2|CXCL13|MAPRE2|LEF1|CARMIL1|CAMK1D|SEMA6A|CCBE1|PLET1,-2.5,3
KEGG Pathway,24,ko00350,Tyrosine metabolism,,-3.1,6.9,5.1,27994,35,579,5,0.86,0.38,316|1638|3081|4128|4129,AOX1|DCT|HGD|MAOA|MAOB,-2.5,3
GO Biological Processes,19,GO:0032228,"regulation of synaptic transmission, GABAergic",19_GO:0023052 signaling,-3.1,6.9,5.1,27994,35,579,5,0.86,0.38,4889|5581|6863|8224|266743,NPY5R|PRKCE|TAC1|SYN3|NPAS4,-2.5,3
KEGG Pathway,24,hsa04724,Glutamatergic synapse,,-3.1,3.7,4.3,27994,117,579,9,1.6,0.51,108|773|775|2897|2911|6505|9229|9455|116443,ADCY2|CACNA1A|CACNA1C|GRIK1|GRM1|SLC1A1|DLGAP1|HOMER2|GRIN3A,-2.5,3
GO Biological Processes,19,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,19_GO:0022610 biological adhesion,-3.1,2.6,3.9,27994,279,579,15,2.6,0.66,1012|1600|2239|23562|26011|56103|56104|56110|56111|56112|56113|56114|57526|64881|221935,CDH13|DAB1|GPC4|CLDN14|TENM4|PCDHGB2|PCDHGB1|PCDHGA5|PCDHGA4|PCDHGA3|PCDHGA2|PCDHGA1|PCDH19|PCDH20|SDK1,-2.5,3
GO Biological Processes,19,GO:0042440,pigment metabolic process,19_GO:0008152 metabolic process,-3.1,4.6,4.5,27994,73,579,7,1.2,0.45,434|1638|54575|54576|54577|54600|54657,ASIP|DCT|UGT1A10|UGT1A8|UGT1A7|UGT1A9|UGT1A4,-2.4,3
GO Biological Processes,19,GO:0051209,release of sequestered calcium ion into cytosol,19_GO:0048519 negative regulation of biological process,-3.1,3.7,4.3,27994,118,579,9,1.6,0.51,775|2946|4067|5144|5581|6261|6348|6375|55636,CACNA1C|GSTM2|LYN|PDE4D|PRKCE|RYR1|CCL3|XCL1|CHD7,-2.4,3
GO Biological Processes,19,GO:0042135,neurotransmitter catabolic process,19_GO:0008152 metabolic process,-3.1,9.2,5.5,27994,21,579,4,0.69,0.34,4128|4129|7915|29958,MAOA|MAOB|ALDH5A1|DMGDH,-2.4,3
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3.1,2,3.7,27994,567,579,24,4.1,0.83,949|1012|1240|2321|4067|4739|5063|5581|6348|6375|6863|7074|7082|7499|7803|9750|10563|10982|51176|55604|57118|57556|147372|349633,SCARB1|CDH13|CMKLR1|FLT1|LYN|NEDD9|PAK3|PRKCE|CCL3|XCL1|TAC1|TIAM1|TJP1|XG|PTP4A1|RIPOR2|CXCL13|MAPRE2|LEF1|CARMIL1|CAMK1D|SEMA6A|CCBE1|PLET1,-2.4,3
GO Biological Processes,19,GO:0051283,negative regulation of sequestering of calcium ion,19_GO:0048519 negative regulation of biological process,-3.1,3.7,4.2,27994,119,579,9,1.6,0.51,775|2946|4067|5144|5581|6261|6348|6375|55636,CACNA1C|GSTM2|LYN|PDE4D|PRKCE|RYR1|CCL3|XCL1|CHD7,-2.4,3
KEGG Pathway,24,hsa04726,Serotonergic synapse,,-3.1,3.7,4.2,27994,119,579,9,1.6,0.51,773|775|3363|3763|4128|4129|7166|9177|121278,CACNA1A|CACNA1C|HTR7|KCNJ6|MAOA|MAOB|TPH1|HTR3B|TPH2,-2.4,3
GO Biological Processes,19,GO:0060078,regulation of postsynaptic membrane potential,19_GO:0065007 biological regulation,-3.1,3.4,4.1,27994,144,579,10,1.7,0.54,409|1143|2897|2911|4988|10497|22999|66000|116443|266743,ARRB2|CHRNB4|GRIK1|GRM1|OPRM1|UNC13B|RIMS1|TMEM108|GRIN3A|NPAS4,-2.4,3
KEGG Pathway,24,ko04530,Tight junction,,-3.1,3.1,4,27994,170,579,11,1.9,0.57,861|1740|5581|7074|7082|23327|23370|23562|56288|84952|154796,RUNX1|DLG2|PRKCE|TIAM1|TJP1|NEDD4L|ARHGEF18|CLDN14|PARD3|CGNL1|AMOT,-2.4,3
GO Biological Processes,19,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,19_GO:0022610 biological adhesion,-3.1,3.1,4,27994,170,579,11,1.9,0.57,1012|56103|56104|56110|56111|56112|56113|56114|57526|64881|221935,CDH13|PCDHGB2|PCDHGB1|PCDHGA5|PCDHGA4|PCDHGA3|PCDHGA2|PCDHGA1|PCDH19|PCDH20|SDK1,-2.4,3
GO Biological Processes,19,GO:0060326,cell chemotaxis,19_GO:0040011 locomotion,-3.1,2.5,3.8,27994,312,579,16,2.8,0.68,409|683|1240|2321|4067|5144|5588|6348|6375|7074|9750|10563|51176|57118|151647|414062,ARRB2|BST1|CMKLR1|FLT1|LYN|PDE4D|PRKCQ|CCL3|XCL1|TIAM1|RIPOR2|CXCL13|LEF1|CAMK1D|TAFA4|CCL3L3,-2.4,3
GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-3.1,2.3,3.7,27994,405,579,19,3.3,0.74,773|775|952|2182|3790|4067|4988|5581|7074|8398|9501|9619|10497|26251|51311|55691|57393|81793|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|LYN|OPRM1|PRKCE|TIAM1|PLA2G6|RPH3AL|ABCG1|UNC13B|KCNG2|TLR8|FRMD4A|CLTRN|TLR10|ACVR1C,-2.4,3
GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0048518 positive regulation of biological process,-3,2,3.6,27994,570,579,24,4.1,0.83,1600|1638|4067|4739|4803|4988|5063|5362|5583|6324|6348|6925|7074|7224|8997|22999|23327|23566|26011|26230|55604|55679|57118|57556,DAB1|DCT|LYN|NEDD9|NGF|OPRM1|PAK3|PLXNA2|PRKCH|SCN1B|CCL3|TCF4|TIAM1|TRPC5|KALRN|RIMS1|NEDD4L|LPAR3|TENM4|TIAM2|CARMIL1|LIMS2|CAMK1D|SEMA6A,-2.4,3
KEGG Pathway,24,hsa04976,Bile secretion,,-3,4.5,4.4,27994,75,579,7,1.2,0.45,108|949|5243|6523|6822|8647|84182,ADCY2|SCARB1|ABCB1|SLC5A1|SULT2A1|ABCB11|MINDY4,-2.4,3
GO Biological Processes,19,GO:0086001,cardiac muscle cell action potential,19_GO:0065007 biological regulation,-3,4.5,4.4,27994,75,579,7,1.2,0.45,288|775|783|5318|6324|9722|23327,ANK3|CACNA1C|CACNB2|PKP2|SCN1B|NOS1AP|NEDD4L,-2.4,3
Reactome Gene Sets,6,R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,,-3,5.3,4.6,27994,55,579,6,1,0.42,2239|2719|9956|11046|60495|90161,GPC4|GPC3|HS3ST2|SLC35D2|HPSE2|HS6ST2,-2.4,3
KEGG Pathway,24,ko04270,Vascular smooth muscle contraction,,-3,3.6,4.2,27994,121,579,9,1.6,0.51,108|775|3778|5581|5583|5588|8398|10242|157855,ADCY2|CACNA1C|KCNMA1|PRKCE|PRKCH|PRKCQ|PLA2G6|KCNMB2|KCNU1,-2.4,3
GO Biological Processes,19,GO:0051282,regulation of sequestering of calcium ion,19_GO:0051179 localization,-3,3.6,4.2,27994,121,579,9,1.6,0.51,775|2946|4067|5144|5581|6261|6348|6375|55636,CACNA1C|GSTM2|LYN|PDE4D|PRKCE|RYR1|CCL3|XCL1|CHD7,-2.4,3
Reactome Gene Sets,6,R-HSA-1250342,PI3K events in ERBB4 signaling,,-3,15,6.2,27994,10,579,3,0.52,0.3,2069|9542|145957,EREG|NRG2|NRG4,-2.4,3
GO Biological Processes,19,GO:0021932,hindbrain radial glia guided cell migration,19_GO:0040011 locomotion,-3,15,6.2,27994,10,579,3,0.52,0.3,1496|1600|51176,CTNNA2|DAB1|LEF1,-2.4,3
GO Biological Processes,19,GO:0034312,diol biosynthetic process,19_GO:0008152 metabolic process,-3,8.8,5.3,27994,22,579,4,0.69,0.34,5805|55304|56624|653308,PTS|SPTLC3|ASAH2|ASAH2B,-2.4,3
Reactome Gene Sets,6,R-HSA-1250196,SHC1 events in ERBB2 signaling,,-3,8.8,5.3,27994,22,579,4,0.69,0.34,2069|5581|9542|145957,EREG|PRKCE|NRG2|NRG4,-2.4,3
Reactome Gene Sets,6,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,,-3,8.8,5.3,27994,22,579,4,0.69,0.34,3778|5152|10242|50940,KCNMA1|PDE9A|KCNMB2|PDE11A,-2.4,3
Reactome Gene Sets,6,R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",,-3,4.5,4.4,27994,76,579,7,1.2,0.45,4803|7074|8997|23229|23370|26230|100271715,NGF|TIAM1|KALRN|ARHGEF9|ARHGEF18|TIAM2|ARHGEF33,-2.4,3
GO Biological Processes,19,GO:0046467,membrane lipid biosynthetic process,19_GO:0008152 metabolic process,-3,3.3,4,27994,147,579,10,1.7,0.54,6489|8398|8869|55304|56624|81849|151742|256435|338596|653308,ST8SIA1|PLA2G6|ST3GAL5|SPTLC3|ASAH2|ST6GALNAC5|PPM1L|ST6GALNAC3|ST8SIA6|ASAH2B,-2.4,3
Canonical Pathways,11,M99,PID TXA2PATHWAY,,-3,5.2,4.6,27994,56,579,6,1,0.42,409|4067|5581|5583|5588|146850,ARRB2|LYN|PRKCE|PRKCH|PRKCQ|PIK3R6,-2.4,3
GO Biological Processes,19,GO:0086002,cardiac muscle cell action potential involved in contraction,19_GO:0032501 multicellular organismal process,-3,5.2,4.6,27994,56,579,6,1,0.42,775|783|5318|6324|9722|23327,CACNA1C|CACNB2|PKP2|SCN1B|NOS1AP|NEDD4L,-2.4,3
GO Biological Processes,19,GO:0031032,actomyosin structure organization,19_GO:0071840 cellular component organization or biogenesis,-3,2.9,3.9,27994,201,579,12,2.1,0.59,3880|6863|7082|8048|22998|23370|55604|64097|84952|84978|90102|116985,KRT19|TAC1|TJP1|CSRP3|LIMCH1|ARHGEF18|CARMIL1|EPB41L4A|CGNL1|FRMD5|PHLDB2|ARAP1,-2.4,3
GO Biological Processes,19,GO:0035725,sodium ion transmembrane transport,19_GO:0051179 localization,-3,3.1,4,27994,174,579,11,1.9,0.57,288|5581|6324|6523|6549|8647|23072|23327|64078|285335|389015,ANK3|PRKCE|SCN1B|SLC5A1|SLC9A2|ABCB11|HECW1|NEDD4L|SLC28A3|SLC9C1|SLC9A4,-2.4,3
KEGG Pathway,24,ko00230,Purine metabolism,,-3,3.1,4,27994,174,579,11,1.9,0.57,108|272|2272|2986|5144|5152|5169|22875|50940|51082|51816,ADCY2|AMPD3|FHIT|GUCY2F|PDE4D|PDE9A|ENPP3|ENPP4|PDE11A|POLR1D|ADA2,-2.4,3
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0071840 cellular component organization or biogenesis,-3,2.4,3.7,27994,318,579,16,2.8,0.68,861|1012|2824|3909|4983|5318|5583|7082|10982|22998|23562|55679|56288|79977|90102|221935,RUNX1|CDH13|GPM6B|LAMA3|OPHN1|PKP2|PRKCH|TJP1|MAPRE2|LIMCH1|CLDN14|LIMS2|PARD3|GRHL2|PHLDB2|SDK1,-2.4,3
GO Biological Processes,19,GO:0051930,regulation of sensory perception of pain,19_GO:0032501 multicellular organismal process,-3,6.4,4.8,27994,38,579,5,0.86,0.38,55|2911|4988|6348|151647,ACP3|GRM1|OPRM1|CCL3|TAFA4,-2.4,3
GO Biological Processes,19,GO:1990266,neutrophil migration,19_GO:0040011 locomotion,-3,3.5,4.1,27994,123,579,9,1.6,0.51,683|5144|6348|6375|7499|9750|10563|57118|414062,BST1|PDE4D|CCL3|XCL1|XG|RIPOR2|CXCL13|CAMK1D|CCL3L3,-2.4,3
GO Biological Processes,19,GO:0050848,regulation of calcium-mediated signaling,19_GO:0023052 signaling,-2.9,3.9,4.2,27994,100,579,8,1.4,0.49,683|1012|1240|2946|5144|6348|9455|23261,BST1|CDH13|CMKLR1|GSTM2|PDE4D|CCL3|HOMER2|CAMTA1,-2.3,3
