Category,CategoryID,GO,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0042391,regulation of membrane potential,-19,4.8,12,27994,443,650,49,7.5,1,40|287|596|773|774|775|783|1080|1139|1180|2257|2258|2259|2560|2568|2570|2894|2895|2911|3751|3760|3786|4137|4915|4985|5071|5649|6262|6324|6328|6332|8514|8671|8911|9378|9699|10242|11280|22871|23316|27094|55607|56659|64208|66000|90134|149111|151647|219736,ASIC2|ANK2|BCL2|CACNA1A|CACNA1B|CACNA1C|CACNB2|CFTR|CHRNA7|CLCN1|FGF12|FGF13|FGF14|GABRB1|GABRP|GABRR2|GRID1|GRID2|GRM1|KCND2|KCNJ3|KCNQ3|MAPT|NTRK2|OPRD1|PRKN|RELN|RYR2|SCN1B|SCN3A|SCN7A|KCNAB2|SLC4A4|CACNA1I|NRXN1|RIMS2|KCNMB2|SCN11A|NLGN1|CUX2|KCNMB3|PPP1R9A|KCNK13|POPDC3|TMEM108|KCNH7|CNIH3|TAFA4|STOX1,-16,9
GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,-18,4.6,12,27994,454,650,48,7.4,1,29|114|320|773|774|783|816|952|1139|1607|2047|2259|2894|2895|2911|2918|3908|4137|4915|4920|5071|5334|5579|5582|5649|8499|8525|9229|9378|9515|9699|22871|22986|23236|23316|25769|27065|27253|55607|57282|64084|66000|79772|84502|85445|143425|152330|729956,ABR|ADCY8|APBA1|CACNA1A|CACNA1B|CACNB2|CAMK2B|CD38|CHRNA7|DGKB|EPHB1|FGF14|GRID1|GRID2|GRM1|GRM8|LAMA2|MAPT|NTRK2|ROR2|PRKN|PLCL1|PRKCB|PRKCG|RELN|PPFIA2|DGKZ|DLGAP1|NRXN1|STXBP5L|RIMS2|NLGN1|SORCS3|PLCB1|CUX2|SLC24A2|NSG1|PCDH17|PPP1R9A|SLC4A10|CLSTN2|TMEM108|MCTP1|JPH4|CNTNAP4|SYT9|CNTN4|SHISA7,-15,9
GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,-18,4.5,12,27994,455,650,48,7.4,1,29|114|320|773|774|783|816|952|1139|1607|2047|2259|2894|2895|2911|2918|3908|4137|4915|4920|5071|5334|5579|5582|5649|8499|8525|9229|9378|9515|9699|22871|22986|23236|23316|25769|27065|27253|55607|57282|64084|66000|79772|84502|85445|143425|152330|729956,ABR|ADCY8|APBA1|CACNA1A|CACNA1B|CACNB2|CAMK2B|CD38|CHRNA7|DGKB|EPHB1|FGF14|GRID1|GRID2|GRM1|GRM8|LAMA2|MAPT|NTRK2|ROR2|PRKN|PLCL1|PRKCB|PRKCG|RELN|PPFIA2|DGKZ|DLGAP1|NRXN1|STXBP5L|RIMS2|NLGN1|SORCS3|PLCB1|CUX2|SLC24A2|NSG1|PCDH17|PPP1R9A|SLC4A10|CLSTN2|TMEM108|MCTP1|JPH4|CNTNAP4|SYT9|CNTN4|SHISA7,-15,9
GO Biological Processes,19,GO:0010975,regulation of neuron projection development,-17,4.2,11,27994,517,650,51,7.8,1.1,238|577|816|952|1600|2258|2895|4099|4137|4168|4915|4920|5071|5362|5376|5649|5789|6014|6049|6324|6453|6695|7074|8499|9353|9423|9699|9760|9863|10090|10154|10371|10690|11141|22871|22891|23072|23316|26052|29993|54437|55607|57554|57580|57643|57699|91584|114798|257194|344901|389658,ALK|ADGRB3|CAMK2B|CD38|DAB1|FGF13|GRID2|MAG|MAPT|MCF2|NTRK2|ROR2|PRKN|PLXNA2|PMP22|RELN|PTPRD|RIT2|RNF6|SCN1B|ITSN1|SPOCK1|TIAM1|PPFIA2|SLIT2|NTN1|RIMS2|TOX|MAGI2|UST|PLXNC1|SEMA3A|FUT9|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|DNM3|PACSIN1|SEMA5B|PPP1R9A|LRRC7|PREX1|ZSWIM5|CPNE5|PLXNA4|SLITRK1|NEGR1|OSTN|ALKAL1,-15,9
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,-16,4,11,27994,552,650,51,7.8,1.1,40|238|577|596|816|1600|1638|2047|2895|3687|4036|4099|4137|4602|4915|4920|5071|5362|5583|5649|5789|6014|6324|6453|6457|6608|7074|9353|9378|9423|9699|9760|9863|10154|10371|10690|11141|22871|22891|23316|29993|55607|57554|57699|64084|91584|114798|158038|257194|389658|644943,ASIC2|ALK|ADGRB3|BCL2|CAMK2B|DAB1|DCT|EPHB1|GRID2|ITGAX|LRP2|MAG|MAPT|MYB|NTRK2|ROR2|PRKN|PLXNA2|PRKCH|RELN|PTPRD|RIT2|SCN1B|ITSN1|SH3GL3|SMO|TIAM1|SLIT2|NRXN1|NTN1|RIMS2|TOX|MAGI2|PLXNC1|SEMA3A|FUT9|IL1RAPL1|NLGN1|ZNF365|CUX2|PACSIN1|PPP1R9A|LRRC7|CPNE5|CLSTN2|PLXNA4|SLITRK1|LINGO2|NEGR1|ALKAL1|RASSF10,-14,9
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,-16,3.5,10,27994,722,650,58,8.9,1.1,238|577|816|952|1600|2258|2895|4099|4137|4168|4915|4920|5071|5168|5362|5376|5649|5789|5909|6014|6049|6101|6324|6453|6695|7074|8499|9353|9423|9699|9760|9863|10090|10154|10371|10690|11141|22871|22891|23072|23316|26052|26228|29993|54437|55607|57554|57580|57643|57699|57787|89795|91584|114798|170690|257194|344901|389658,ALK|ADGRB3|CAMK2B|CD38|DAB1|FGF13|GRID2|MAG|MAPT|MCF2|NTRK2|ROR2|PRKN|ENPP2|PLXNA2|PMP22|RELN|PTPRD|RAP1GAP|RIT2|RNF6|RP1|SCN1B|ITSN1|SPOCK1|TIAM1|PPFIA2|SLIT2|NTN1|RIMS2|TOX|MAGI2|UST|PLXNC1|SEMA3A|FUT9|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|DNM3|STAP1|PACSIN1|SEMA5B|PPP1R9A|LRRC7|PREX1|ZSWIM5|CPNE5|MARK4|NAV3|PLXNA4|SLITRK1|ADAMTS16|NEGR1|OSTN|ALKAL1,-14,9
GO Biological Processes,19,GO:0050808,synapse organization,-16,4.4,11,27994,433,650,44,6.8,0.99,40|577|783|816|1139|1501|1607|1740|2047|2239|2258|2895|3084|4137|4915|5649|5789|5818|6453|7074|7477|8499|9378|9423|9863|11141|22871|22891|23024|23316|26052|26059|27253|27445|54549|55607|55619|58504|64084|66000|84623|114798|158038|729956,ASIC2|ADGRB3|CACNB2|CAMK2B|CHRNA7|CTNND2|DGKB|DLG2|EPHB1|GPC4|FGF13|GRID2|NRG1|MAPT|NTRK2|RELN|PTPRD|NECTIN1|ITSN1|TIAM1|WNT7B|PPFIA2|NRXN1|NTN1|MAGI2|IL1RAPL1|NLGN1|ZNF365|PDZRN3|CUX2|DNM3|ERC2|PCDH17|PCLO|SDK2|PPP1R9A|DOCK10|ARHGAP22|CLSTN2|TMEM108|KIRREL3|SLITRK1|LINGO2|SHISA7,-14,9
GO Biological Processes,19,GO:0034762,regulation of transmembrane transport,-15,3.8,11,27994,577,650,51,7.8,1.1,40|287|487|596|773|774|775|783|1080|1180|1740|2257|2258|2259|2893|3751|3760|3763|3786|5031|5142|5144|5243|5336|5579|5649|6262|6324|6328|6332|7015|7881|8291|8514|8787|8911|10580|11280|22871|23072|30820|55600|56659|57554|80333|84502|90134|149111|219931|344901|729956,ASIC2|ANK2|ATP2A1|BCL2|CACNA1A|CACNA1B|CACNA1C|CACNB2|CFTR|CLCN1|DLG2|FGF12|FGF13|FGF14|GRIA4|KCND2|KCNJ3|KCNJ6|KCNQ3|P2RY6|PDE4B|PDE4D|ABCB1|PLCG2|PRKCB|RELN|RYR2|SCN1B|SCN3A|SCN7A|TERT|KCNAB1|DYSF|KCNAB2|RGS9|CACNA1I|SORBS1|SCN11A|NLGN1|HECW1|KCNIP1|ITLN1|KCNK13|LRRC7|KCNIP4|JPH4|KCNH7|CNIH3|TPCN2|OSTN|SHISA7,-13,9
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,-15,3.4,10,27994,732,650,58,8.9,1.1,238|577|816|952|1600|2258|2895|4099|4137|4168|4915|4920|5071|5168|5362|5376|5649|5789|5909|6014|6049|6101|6324|6453|6695|7074|8499|9353|9423|9699|9760|9863|10090|10154|10371|10690|11141|22871|22891|23072|23316|26052|26228|29993|54437|55607|57554|57580|57643|57699|57787|89795|91584|114798|170690|257194|344901|389658,ALK|ADGRB3|CAMK2B|CD38|DAB1|FGF13|GRID2|MAG|MAPT|MCF2|NTRK2|ROR2|PRKN|ENPP2|PLXNA2|PMP22|RELN|PTPRD|RAP1GAP|RIT2|RNF6|RP1|SCN1B|ITSN1|SPOCK1|TIAM1|PPFIA2|SLIT2|NTN1|RIMS2|TOX|MAGI2|UST|PLXNC1|SEMA3A|FUT9|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|DNM3|STAP1|PACSIN1|SEMA5B|PPP1R9A|LRRC7|PREX1|ZSWIM5|CPNE5|MARK4|NAV3|PLXNA4|SLITRK1|ADAMTS16|NEGR1|OSTN|ALKAL1,-13,9
GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,-15,3.6,10,27994,604,650,51,7.8,1.1,577|596|816|1139|1501|1600|2047|2258|2675|3908|4099|4137|4168|4756|4915|5362|5649|5789|5818|5909|6049|6324|6586|6608|7074|8499|9201|9353|9369|9378|9423|10090|10154|10371|11141|22871|22891|23072|23316|26052|54437|55607|55619|57643|59352|80243|84570|91584|114798|152330|220164,ADGRB3|BCL2|CAMK2B|CHRNA7|CTNND2|DAB1|EPHB1|FGF13|GFRA2|LAMA2|MAG|MAPT|MCF2|NEO1|NTRK2|PLXNA2|RELN|PTPRD|NECTIN1|RAP1GAP|RNF6|SCN1B|SLIT3|SMO|TIAM1|PPFIA2|DCLK1|SLIT2|NRXN3|NRXN1|NTN1|UST|PLXNC1|SEMA3A|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|DNM3|SEMA5B|PPP1R9A|DOCK10|ZSWIM5|LGR6|PREX2|25A1|PLXNA4|SLITRK1|CNTN4|DOK6,-13,9
GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,-14,3.4,9.9,27994,675,650,54,8.3,1.1,238|577|596|816|952|1600|2258|2895|4099|4137|4168|4915|4920|5071|5362|5376|5649|5789|6014|6049|6324|6453|6457|6695|7074|8499|9353|9423|9699|9760|9863|10090|10154|10371|10690|11141|22871|22891|23072|23316|26052|29993|54437|55607|57554|57580|57643|57699|91584|114798|152330|257194|344901|389658,ALK|ADGRB3|BCL2|CAMK2B|CD38|DAB1|FGF13|GRID2|MAG|MAPT|MCF2|NTRK2|ROR2|PRKN|PLXNA2|PMP22|RELN|PTPRD|RIT2|RNF6|SCN1B|ITSN1|SH3GL3|SPOCK1|TIAM1|PPFIA2|SLIT2|NTN1|RIMS2|TOX|MAGI2|UST|PLXNC1|SEMA3A|FUT9|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|DNM3|PACSIN1|SEMA5B|PPP1R9A|LRRC7|PREX1|ZSWIM5|CPNE5|PLXNA4|SLITRK1|CNTN4|NEGR1|OSTN|ALKAL1,-13,9
GO Biological Processes,19,GO:0034765,regulation of ion transmembrane transport,-14,4,10,27994,489,650,45,6.9,1,40|287|487|773|774|775|783|1080|1180|1740|2257|2258|2259|2893|3751|3760|3763|3786|5031|5142|5144|5243|5336|5649|6262|6324|6328|6332|7881|8291|8514|8787|8911|11280|22871|23072|30820|56659|57554|80333|84502|90134|149111|219931|729956,ASIC2|ANK2|ATP2A1|CACNA1A|CACNA1B|CACNA1C|CACNB2|CFTR|CLCN1|DLG2|FGF12|FGF13|FGF14|GRIA4|KCND2|KCNJ3|KCNJ6|KCNQ3|P2RY6|PDE4B|PDE4D|ABCB1|PLCG2|RELN|RYR2|SCN1B|SCN3A|SCN7A|KCNAB1|DYSF|KCNAB2|RGS9|CACNA1I|SCN11A|NLGN1|HECW1|KCNIP1|KCNK13|LRRC7|KCNIP4|JPH4|KCNH7|CNIH3|TPCN2|SHISA7,-12,9
GO Biological Processes,19,GO:0000904,cell morphogenesis involved in differentiation,-14,3.3,9.7,27994,753,650,57,8.8,1.1,577|596|816|1139|1501|1600|2047|2258|2675|3908|4099|4137|4168|4756|4915|5362|5649|5789|5818|5909|6049|6324|6586|6608|6768|7074|7399|8499|9201|9353|9369|9378|9423|10090|10154|10371|10461|11141|22871|22891|23072|23316|26033|26052|54437|55607|55619|57091|57580|57643|59352|80243|84570|91584|114798|152330|220164,ADGRB3|BCL2|CAMK2B|CHRNA7|CTNND2|DAB1|EPHB1|FGF13|GFRA2|LAMA2|MAG|MAPT|MCF2|NEO1|NTRK2|PLXNA2|RELN|PTPRD|NECTIN1|RAP1GAP|RNF6|SCN1B|SLIT3|SMO|ST14|TIAM1|USH2A|PPFIA2|DCLK1|SLIT2|NRXN3|NRXN1|NTN1|UST|PLXNC1|SEMA3A|MERTK|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|ATRNL1|DNM3|SEMA5B|PPP1R9A|DOCK10|CASS4|PREX1|ZSWIM5|LGR6|PREX2|25A1|PLXNA4|SLITRK1|CNTN4|DOK6,-12,9
Reactome Gene Sets,6,R-HSA-112316,Neuronal System,-14,4.2,10,27994,410,650,40,6.2,0.94,114|320|773|774|783|814|816|1139|1740|2560|2570|2893|2911|3084|3751|3760|3763|3780|3786|4137|5579|5582|5789|6538|7881|8499|8514|9229|9369|9378|10242|11141|22871|23236|26960|27094|56659|90134|114798|143425,ADCY8|APBA1|CACNA1A|CACNA1B|CACNB2|CAMK4|CAMK2B|CHRNA7|DLG2|GABRB1|GABRR2|GRIA4|GRM1|NRG1|KCND2|KCNJ3|KCNJ6|KCNN1|KCNQ3|MAPT|PRKCB|PRKCG|PTPRD|SLC6A11|KCNAB1|PPFIA2|KCNAB2|DLGAP1|NRXN3|NRXN1|KCNMB2|IL1RAPL1|NLGN1|PLCB1|NBEA|KCNMB3|KCNK13|KCNH7|SLITRK1|SYT9,-12,9
GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,-13,3.8,9.7,27994,485,650,43,6.6,0.97,238|596|816|1600|1638|4036|4099|4137|4602|4915|4920|5071|5362|5583|5649|5789|6014|6324|6453|6457|6608|7074|9353|9423|9699|9760|9863|10154|10371|10690|11141|22871|22891|23316|29993|55607|57554|57699|91584|114798|257194|389658|644943,ALK|BCL2|CAMK2B|DAB1|DCT|LRP2|MAG|MAPT|MYB|NTRK2|ROR2|PRKN|PLXNA2|PRKCH|RELN|PTPRD|RIT2|SCN1B|ITSN1|SH3GL3|SMO|TIAM1|SLIT2|NTN1|RIMS2|TOX|MAGI2|PLXNC1|SEMA3A|FUT9|IL1RAPL1|NLGN1|ZNF365|CUX2|PACSIN1|PPP1R9A|LRRC7|CPNE5|PLXNA4|SLITRK1|NEGR1|ALKAL1|RASSF10,-11,9
GO Biological Processes,19,GO:0043269,regulation of ion transport,-13,3.2,9.2,27994,708,650,53,8.2,1.1,40|287|487|596|773|774|775|783|816|846|1080|1180|1740|2257|2258|2259|2893|3751|3760|3763|3786|4985|5031|5071|5142|5144|5243|5336|5649|6262|6324|6328|6332|7881|8291|8514|8647|8787|8911|11280|22871|23072|30820|56659|57554|80333|84502|90134|143425|149111|219931|286183|729956,ASIC2|ANK2|ATP2A1|BCL2|CACNA1A|CACNA1B|CACNA1C|CACNB2|CAMK2B|CASR|CFTR|CLCN1|DLG2|FGF12|FGF13|FGF14|GRIA4|KCND2|KCNJ3|KCNJ6|KCNQ3|OPRD1|P2RY6|PRKN|PDE4B|PDE4D|ABCB1|PLCG2|RELN|RYR2|SCN1B|SCN3A|SCN7A|KCNAB1|DYSF|KCNAB2|ABCB11|RGS9|CACNA1I|SCN11A|NLGN1|HECW1|KCNIP1|KCNK13|LRRC7|KCNIP4|JPH4|KCNH7|SYT9|CNIH3|TPCN2|NKAIN3|SHISA7,-11,9
GO Biological Processes,19,GO:0098662,inorganic cation transmembrane transport,-13,3.1,9,27994,767,650,55,8.5,1.1,40|287|479|487|773|774|775|783|1139|2257|2258|2259|3249|3751|3760|3763|3780|3786|5031|5142|5144|5336|6261|6262|6263|6324|6328|6332|6538|6564|7881|8291|8514|8647|8671|8911|10242|11280|23072|23545|25769|27094|30820|50617|56659|57282|57419|79400|80333|84502|90134|219931|245973|285641|728215,ASIC2|ANK2|ATP12A|ATP2A1|CACNA1A|CACNA1B|CACNA1C|CACNB2|CHRNA7|FGF12|FGF13|FGF14|HPN|KCND2|KCNJ3|KCNJ6|KCNN1|KCNQ3|P2RY6|PDE4B|PDE4D|PLCG2|RYR1|RYR2|RYR3|SCN1B|SCN3A|SCN7A|SLC6A11|SLC15A1|KCNAB1|DYSF|KCNAB2|ABCB11|SLC4A4|CACNA1I|KCNMB2|SCN11A|HECW1|ATP6V0A2|SLC24A2|KCNMB3|KCNIP1|ATP6V0A4|KCNK13|SLC4A10|SLC24A3|NOX5|KCNIP4|JPH4|KCNH7|TPCN2|ATP6V1C2|SLC36A3|FAM155A,-11,9
GO Biological Processes,19,GO:0010720,positive regulation of cell development,-12,3.4,8.9,27994,570,650,45,6.9,1,238|596|816|1600|1638|4036|4099|4137|4602|4915|4920|5071|5362|5583|5649|5789|6014|6324|6453|6457|6608|7074|9353|9423|9699|9760|9863|10154|10371|10690|11141|22871|22891|23316|29993|55607|57091|57554|57580|57699|91584|114798|257194|389658|644943,ALK|BCL2|CAMK2B|DAB1|DCT|LRP2|MAG|MAPT|MYB|NTRK2|ROR2|PRKN|PLXNA2|PRKCH|RELN|PTPRD|RIT2|SCN1B|ITSN1|SH3GL3|SMO|TIAM1|SLIT2|NTN1|RIMS2|TOX|MAGI2|PLXNC1|SEMA3A|FUT9|IL1RAPL1|NLGN1|ZNF365|CUX2|PACSIN1|PPP1R9A|CASS4|LRRC7|PREX1|CPNE5|PLXNA4|SLITRK1|NEGR1|ALKAL1|RASSF10,-10,9
GO Biological Processes,19,GO:0007416,synapse assembly,-12,5.9,10,27994,184,650,25,3.8,0.75,40|577|2047|2239|2258|2895|3084|4915|5789|5818|9378|9423|9863|11141|22871|23316|26052|27253|27445|54549|55607|64084|84623|114798|158038,ASIC2|ADGRB3|EPHB1|GPC4|FGF13|GRID2|NRG1|NTRK2|PTPRD|NECTIN1|NRXN1|NTN1|MAGI2|IL1RAPL1|NLGN1|CUX2|DNM3|PCDH17|PCLO|SDK2|PPP1R9A|CLSTN2|KIRREL3|SLITRK1|LINGO2,-10,9
GO Biological Processes,19,GO:0010976,positive regulation of neuron projection development,-12,4.6,9.5,27994,290,650,31,4.8,0.84,238|816|4137|4915|4920|5071|5362|5649|5789|6014|6324|6453|7074|9353|9423|9699|9760|9863|10154|10690|11141|22871|23316|29993|55607|57554|57699|91584|114798|257194|389658,ALK|CAMK2B|MAPT|NTRK2|ROR2|PRKN|PLXNA2|RELN|PTPRD|RIT2|SCN1B|ITSN1|TIAM1|SLIT2|NTN1|RIMS2|TOX|MAGI2|PLXNC1|FUT9|IL1RAPL1|NLGN1|CUX2|PACSIN1|PPP1R9A|LRRC7|CPNE5|PLXNA4|SLITRK1|NEGR1|ALKAL1,-10,9
GO Biological Processes,19,GO:0007610,behavior,-12,3.3,8.7,27994,609,650,46,7.1,1,114|238|320|577|596|774|814|846|1139|1600|1602|2257|2258|2894|2911|2925|3084|3751|4137|4915|4985|5071|5582|5649|7545|7881|9369|9378|22871|22986|23236|23316|25769|26047|27253|57282|80243|84502|84623|85445|89797|114798|257194|285671|338811|729956,ADCY8|ALK|APBA1|ADGRB3|BCL2|CACNA1B|CAMK4|CASR|CHRNA7|DAB1|DACH1|FGF12|FGF13|GRID1|GRM1|GRPR|NRG1|KCND2|MAPT|NTRK2|OPRD1|PRKN|PRKCG|RELN|ZIC1|KCNAB1|NRXN3|NRXN1|NLGN1|SORCS3|PLCB1|CUX2|SLC24A2|CNTNAP2|PCDH17|SLC4A10|PREX2|JPH4|KIRREL3|CNTNAP4|NAV2|SLITRK1|NEGR1|RNF180|TAFA2|SHISA7,-9.8,9
GO Biological Processes,19,GO:0035637,multicellular organismal signaling,-12,5.4,9.8,27994,207,650,26,4,0.77,287|487|775|783|1180|2257|3751|3760|4099|4915|5144|6261|6262|6263|6324|6328|6332|8911|10242|10699|11280|26047|27094|30820|80333|83700,ANK2|ATP2A1|CACNA1C|CACNB2|CLCN1|FGF12|KCND2|KCNJ3|MAG|NTRK2|PDE4D|RYR1|RYR2|RYR3|SCN1B|SCN3A|SCN7A|CACNA1I|KCNMB2|CORIN|SCN11A|CNTNAP2|KCNMB3|KCNIP1|KCNIP4|JAM3,-9.8,9
GO Biological Processes,19,GO:0031346,positive regulation of cell projection organization,-11,3.9,9,27994,394,650,36,5.5,0.9,238|816|4137|4915|4920|5071|5168|5362|5649|5789|6014|6101|6324|6453|7074|9353|9423|9699|9760|9863|10154|10690|11141|22871|23316|26052|29993|55607|57554|57699|57787|89795|91584|114798|257194|389658,ALK|CAMK2B|MAPT|NTRK2|ROR2|PRKN|ENPP2|PLXNA2|RELN|PTPRD|RIT2|RP1|SCN1B|ITSN1|TIAM1|SLIT2|NTN1|RIMS2|TOX|MAGI2|PLXNC1|FUT9|IL1RAPL1|NLGN1|CUX2|DNM3|PACSIN1|PPP1R9A|LRRC7|CPNE5|MARK4|NAV3|PLXNA4|SLITRK1|NEGR1|ALKAL1,-9.8,9
GO Biological Processes,19,GO:0016358,dendrite development,-11,4.9,9.4,27994,247,650,28,4.3,0.8,238|577|816|1139|1501|1600|2047|4168|5592|5649|5789|6453|7074|8499|9201|9423|10371|11141|22871|22891|23072|23316|26052|29993|55607|55619|57580|80243,ALK|ADGRB3|CAMK2B|CHRNA7|CTNND2|DAB1|EPHB1|MCF2|PRKG1|RELN|PTPRD|ITSN1|TIAM1|PPFIA2|DCLK1|NTN1|SEMA3A|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|DNM3|PACSIN1|PPP1R9A|DOCK10|PREX1|PREX2,-9.6,9
GO Biological Processes,19,GO:0010769,regulation of cell morphogenesis involved in differentiation,-11,4.3,9,27994,310,650,31,4.8,0.84,577|816|1600|2258|4099|4137|4168|4915|5362|5649|5789|6049|7074|8499|9353|9423|10090|10154|10371|11141|22871|23072|23316|26052|54437|55607|57091|57580|57643|91584|114798,ADGRB3|CAMK2B|DAB1|FGF13|MAG|MAPT|MCF2|NTRK2|PLXNA2|RELN|PTPRD|RNF6|TIAM1|PPFIA2|SLIT2|NTN1|UST|PLXNC1|SEMA3A|IL1RAPL1|NLGN1|HECW1|CUX2|DNM3|SEMA5B|PPP1R9A|CASS4|PREX1|ZSWIM5|PLXNA4|SLITRK1,-9.3,9
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,-11,3.5,8.5,27994,499,650,40,6.2,0.94,577|816|1600|2258|3249|4099|4137|4168|4915|5071|5168|5362|5649|5789|6049|7074|8499|9353|9423|9699|10090|10154|10371|11141|22871|23072|23316|26052|54437|55607|55843|57091|57580|57643|57699|89846|91584|114798|221061|344901,ADGRB3|CAMK2B|DAB1|FGF13|HPN|MAG|MAPT|MCF2|NTRK2|PRKN|ENPP2|PLXNA2|RELN|PTPRD|RNF6|TIAM1|PPFIA2|SLIT2|NTN1|RIMS2|UST|PLXNC1|SEMA3A|IL1RAPL1|NLGN1|HECW1|CUX2|DNM3|SEMA5B|PPP1R9A|ARHGAP15|CASS4|PREX1|ZSWIM5|CPNE5|FGD3|PLXNA4|SLITRK1|FAM171A1|OSTN,-9.2,9
GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,-11,4.8,9.2,27994,240,650,27,4.2,0.78,40|577|816|1607|2047|2239|2895|4915|5649|5789|5818|6453|7074|8499|9378|9423|11141|22871|23316|26052|55607|58504|64084|114798|158038|246213|729956,ASIC2|ADGRB3|CAMK2B|DGKB|EPHB1|GPC4|GRID2|NTRK2|RELN|PTPRD|NECTIN1|ITSN1|TIAM1|PPFIA2|NRXN1|NTN1|IL1RAPL1|NLGN1|CUX2|DNM3|PPP1R9A|ARHGAP22|CLSTN2|SLITRK1|LINGO2|SLC17A8|SHISA7,-9.2,9
GO Biological Processes,19,GO:0099173,postsynapse organization,-11,5.7,9.6,27994,173,650,23,3.5,0.72,816|1139|1501|1607|1740|2047|2895|5649|5789|7074|8499|9378|9863|11141|22871|22891|23316|26052|55607|55619|58504|66000|729956,CAMK2B|CHRNA7|CTNND2|DGKB|DLG2|EPHB1|GRID2|RELN|PTPRD|TIAM1|PPFIA2|NRXN1|MAGI2|IL1RAPL1|NLGN1|ZNF365|CUX2|DNM3|PPP1R9A|DOCK10|ARHGAP22|TMEM108|SHISA7,-9.1,9
GO Biological Processes,19,GO:0015672,monovalent inorganic cation transport,-11,3.3,8.3,27994,551,650,42,6.5,0.96,40|287|479|487|2257|2258|2259|3249|3751|3760|3763|3780|3786|6324|6328|6332|6528|6538|6564|7881|8514|8647|8671|8911|10242|11280|23072|23545|25769|27094|30820|50617|56659|57282|57419|79400|80333|90134|245973|246213|285641|286183,ASIC2|ANK2|ATP12A|ATP2A1|FGF12|FGF13|FGF14|HPN|KCND2|KCNJ3|KCNJ6|KCNN1|KCNQ3|SCN1B|SCN3A|SCN7A|SLC5A5|SLC6A11|SLC15A1|KCNAB1|KCNAB2|ABCB11|SLC4A4|CACNA1I|KCNMB2|SCN11A|HECW1|ATP6V0A2|SLC24A2|KCNMB3|KCNIP1|ATP6V0A4|KCNK13|SLC4A10|SLC24A3|NOX5|KCNIP4|KCNH7|ATP6V1C2|SLC17A8|SLC36A3|NKAIN3,-9.1,9
GO Biological Processes,19,GO:0045666,positive regulation of neuron differentiation,-11,3.9,8.6,27994,380,650,34,5.2,0.87,238|596|816|1600|4137|4915|4920|5071|5362|5649|5789|6014|6324|6453|6457|7074|9353|9423|9699|9760|9863|10154|10690|11141|22871|23316|29993|55607|57554|57699|91584|114798|257194|389658,ALK|BCL2|CAMK2B|DAB1|MAPT|NTRK2|ROR2|PRKN|PLXNA2|RELN|PTPRD|RIT2|SCN1B|ITSN1|SH3GL3|TIAM1|SLIT2|NTN1|RIMS2|TOX|MAGI2|PLXNC1|FUT9|IL1RAPL1|NLGN1|CUX2|PACSIN1|PPP1R9A|LRRC7|CPNE5|PLXNA4|SLITRK1|NEGR1|ALKAL1,-9,9
GO Biological Processes,19,GO:0050807,regulation of synapse organization,-11,4.9,9.1,27994,229,650,26,4,0.77,40|577|816|1607|2047|2239|2895|4915|5649|5789|5818|6453|7074|8499|9378|9423|11141|22871|23316|26052|55607|58504|64084|114798|158038|729956,ASIC2|ADGRB3|CAMK2B|DGKB|EPHB1|GPC4|GRID2|NTRK2|RELN|PTPRD|NECTIN1|ITSN1|TIAM1|PPFIA2|NRXN1|NTN1|IL1RAPL1|NLGN1|CUX2|DNM3|PPP1R9A|ARHGAP22|CLSTN2|SLITRK1|LINGO2|SHISA7,-8.9,9
Reactome Gene Sets,6,R-HSA-397014,Muscle contraction,-9.9,5,8.9,27994,207,650,24,3.7,0.74,487|775|783|816|2257|2258|2259|2977|3751|4604|4703|6261|6262|6263|6324|6328|6332|8291|10580|10699|11280|30820|56659|80333,ATP2A1|CACNA1C|CACNB2|CAMK2B|FGF12|FGF13|FGF14|GUCY1A2|KCND2|MYBPC1|NEB|RYR1|RYR2|RYR3|SCN1B|SCN3A|SCN7A|DYSF|SORBS1|CORIN|SCN11A|KCNIP1|KCNK13|KCNIP4,-8.4,9
